domain_name,domain_type,agency,city,state,city_state,country,the_geom
SODDY-DAISY-TN.GOV,City,Non-Federal Agency,Soddy-daisy,TN,"SODDY-DAISY, TN",United States,0101000020E6100000D99942E7354C55C02E90A0F8319E4140
SODDY-DAISYTN.GOV,City,Non-Federal Agency,Soddy-daisy,TN,"SODDY-DAISY, TN",United States,0101000020E6100000D99942E7354C55C02E90A0F8319E4140
SODDYDAISY-TN.GOV,City,Non-Federal Agency,Soddy-daisy,TN,"SODDY-DAISY, TN",United States,0101000020E6100000D99942E7354C55C02E90A0F8319E4140
SODDYDAISYTN.GOV,City,Non-Federal Agency,Soddy-daisy,TN,"SODDY-DAISY, TN",United States,0101000020E6100000D99942E7354C55C02E90A0F8319E4140
SOLWAYTOWNSHIP-MN.GOV,City,Non-Federal Agency,Cloquet,MN,"CLOQUET, MN",United States,0101000020E6100000CC457C27661D57C0B83B6BB75D5C4740
SOMERSCT.GOV,City,Non-Federal Agency,Somers,CT,"SOMERS, CT",United States,0101000020E61000008AE5965643FA55C07DD0B359F5514540
SOMERSETTX.GOV,City,Non-Federal Agency,Somerset,TX,"SOMERSET, TX",United States,0101000020E6100000139B8F6B439F52C0AB3E575BB13F4440
SOMERVILLEMA.GOV,City,Non-Federal Agency,Somerville,MA,"SOMERVILLE, MA",United States,0101000020E6100000EE7C3F355EC651C0FDF675E09C314540
SOUTHAMBOYNJ.GOV,City,Non-Federal Agency,South Amboy,NJ,"SOUTH AMBOY, NJ",United States,0101000020E61000009F3C2CD49A9252C0CCB4FD2B2B3D4440
SOUTHAMPTONTOWNNY.GOV,City,Non-Federal Agency,Southampton,NY,"SOUTHAMPTON, NY",United States,0101000020E6100000BF4868CBB92E52C0F6234564581D4540
SOUTHBEND-WA.GOV,City,Non-Federal Agency,South Bend,WA,"SOUTH BEND, WA",United States,0101000020E6100000126BF129009055C0C85EEFFE78D74440
SOUTHBENDIN.GOV,City,Non-Federal Agency,South Bend,IN,"SOUTH BEND, IN",United States,0101000020E6100000126BF129009055C0C85EEFFE78D74440
SOUTHBURY-CT.GOV,City,Non-Federal Agency,Southbury,CT,"SOUTHBURY, CT",United States,0101000020E6100000419FC893A44D52C0CBD6FA22A1BD4440
SOUTHEAST-NY.GOV,City,Non-Federal Agency,Brewster,NY,"BREWSTER, NY",United States,0101000020E6100000EF552B137E6752C0FB05BB61DBB24440
SOUTHHADLEYMA.GOV,City,Non-Federal Agency,South Hadley,MA,"SOUTH HADLEY, MA",United States,0101000020E610000089247A19C52452C0F05014E813214540
SOUTHJORDANUTAH.GOV,City,Non-Federal Agency,South Jordan,UT,"SOUTH JORDAN, UT",United States,0101000020E61000008F19A88C7FFB5BC06B65C22FF5474440
SOUTHMIAMIFL.GOV,City,Non-Federal Agency,South Miami,FL,"SOUTH MIAMI, FL",United States,0101000020E61000003B53E8BCC61254C04CA60A4625B53940
SOUTHPADRETEXAS.GOV,City,Non-Federal Agency,South Padre Island,TX,"SOUTH PADRE ISLAND, TX",United States,0101000020E61000009BFEEC478A4A58C018EC866D8B1A3A40
SOUTHPASADENACA.GOV,City,Non-Federal Agency,South Pasadena,CA,"SOUTH PASADENA, CA",United States,0101000020E6100000083D9B559F895DC0AD342905DD0E4140
SOUTHPITTSBURG-TN.GOV,City,Non-Federal Agency,South Pittsburg,TN,"SOUTH PITTSBURG, TN",United States,0101000020E61000006C3EAE0D156D55C0D3DEE00B93814140
SOUTHWILLIAMSPORT-PA.GOV,City,Non-Federal Agency,South Williamsport,PA,"SOUTH WILLIAMSPORT, PA",United States,0101000020E6100000F59CF4BEF13F53C04B02D4D4B29D4440
SPEEDWAYIN.GOV,City,Non-Federal Agency,Speedway,IN,"SPEEDWAY, IN",United States,0101000020E610000082CAF8F7199155C0ED478AC8B0E64340
SPENCERMA.GOV,City,Non-Federal Agency,Spencer,MA,"SPENCER, MA",United States,0101000020E6100000FE0E45813EC957C0357BA01518924540
SPERRYOK.GOV,City,Non-Federal Agency,Sperry,OK,"SPERRY, OK",United States,0101000020E610000036E50AEF72FF57C00B630B410E264240
SPIRITLAKEID.GOV,City,Non-Federal Agency,Spirit Lake,ID,"SPIRIT LAKE, ID",United States,0101000020E6100000D13FC1C58AC657C03C8386FE09B64540
SPRINGCITYPA.GOV,City,Non-Federal Agency,Spring City,PA,"SPRING CITY, PA",United States,0101000020E610000029965B5A0DE352C0FB743C66A0164440
SPRINGDALEAR.GOV,City,Non-Federal Agency,Springdale,AR,"SPRINGDALE, AR",United States,0101000020E610000075594C6C3E8857C0726DA818E7174240
SPRINGERVILLEAZ.GOV,City,Non-Federal Agency,Springerville,AZ,"SPRINGERVILLE, AZ",United States,0101000020E61000006E5166834C525BC062F8889812114140
SPRINGFIELD-MA.GOV,City,Non-Federal Agency,Springfield,MA,"SPRINGFIELD, MA",United States,0101000020E6100000FB96395D165357C081ECF5EE8F9B4240
SPRINGFIELD-OR.GOV,City,Non-Federal Agency,Springfield,OR,"SPRINGFIELD, OR",United States,0101000020E6100000FB96395D165357C081ECF5EE8F9B4240
SPRINGFIELDMA.GOV,City,Non-Federal Agency,Springfield,MA,"SPRINGFIELD, MA",United States,0101000020E6100000FB96395D165357C081ECF5EE8F9B4240
SPRINGHILLKS.GOV,City,Non-Federal Agency,Spring Hill,KS,"SPRING HILL, KS",United States,0101000020E6100000CBD6FA22A1A154C0D21DC4CE147A3C40
SPRINGHILLLOUISIANA.GOV,City,Non-Federal Agency,Springhill,LA,"SPRINGHILL, LA",United States,0101000020E6100000BD1DE1B4E05D57C0E960FD9FC3804040
SPRUCEPINE-NC.GOV,City,Non-Federal Agency,Spruce Pine,NC,"SPRUCE PINE, NC",United States,0101000020E61000004E2844C0218454C01361C3D32BF54140
STAMFORDCT.GOV,City,Non-Federal Agency,Stamford,CT,"STAMFORD, CT",United States,0101000020E6100000F1D7648D7A6252C0095053CBD6864440
STANHOPENJ.GOV,City,Non-Federal Agency,Stanhope,NJ,"STANHOPE, NJ",United States,0101000020E6100000A54E401361AD52C0331B649291734440
STARNC.GOV,City,Non-Federal Agency,Star,NC,"STAR, NC",United States,0101000020E6100000967840D9941F5DC0069E7B0F97D84540
STATECOLLEGEPA.GOV,City,Non-Federal Agency,State College,PA,"STATE COLLEGE, PA",United States,0101000020E6100000D7A3703D0A7753C0BD5296218E654440
STATESBOROGA.GOV,City,Non-Federal Agency,Statesboro,GA,"STATESBORO, GA",United States,0101000020E6100000554D10751F7254C0CC6262F371394040
STAYTONOREGON.GOV,City,Non-Federal Agency,Stayton,OR,"STAYTON, OR",United States,0101000020E6100000376C5B94D9B25EC0D847A7AE7C664640
STCHARLESCITYMO.GOV,City,Non-Federal Agency,Saint Charles,MO,"SAINT CHARLES, MO",United States,0101000020E6100000A9F6E978CC9E56C05C035B2558644340
STEPHENVILLETX.GOV,City,Non-Federal Agency,Stephenville,TX,"STEPHENVILLE, TX",United States,0101000020E61000007E52EDD3F18C58C0151DC9E53F1C4040
STERLING-IL.GOV,City,Non-Federal Agency,Sterling,IL,"STERLING, IL",United States,0101000020E610000033C4B12E6E5B53C0624A24D1CB804340
STERLING-MA.GOV,City,Non-Federal Agency,Sterling,MA,"STERLING, MA",United States,0101000020E610000033C4B12E6E5B53C0624A24D1CB804340
STLOUIS-MO.GOV,City,Non-Federal Agency,St. Louis,MO,"ST. LOUIS, MO",United States,0101000020E6100000268DD13AAA8C56C087E123624A504340
STLUCIECO.GOV,City,Non-Federal Agency,Ft. Pierce,FL,"FT. PIERCE, FL",United States,0101000020E6100000095053CBD61454C0D1CB28965B723B40
STMATTHEWSKY.GOV,City,Non-Federal Agency,Louisville,KY,"LOUISVILLE, KY",United States,0101000020E61000005890662C9A7055C0E3AAB2EF8A204340
STOCKTONCA.GOV,City,Non-Federal Agency,Stockton,CA,"STOCKTON, CA",United States,0101000020E610000026FC523F6F8056C0300DC347C42C4540
STONEHAM-MA.GOV,City,Non-Federal Agency,Stoneham,MA,"STONEHAM, MA",United States,0101000020E6100000EE7C3F355EC651C0A167B3EA733D4540
STONINGTON-CT.GOV,City,Non-Federal Agency,Stonington,CT,"STONINGTON, CT",United States,0101000020E61000007FA4880CAB2A51C02BFBAE08FE134640
STPAUL.GOV,City,Non-Federal Agency,Saint Paul,MN,"SAINT PAUL, MN",United States,0101000020E6100000ABECBB22F84557C0F701486DE2784640
STPETE-FL.GOV,City,Non-Federal Agency,St. Petersburg,FL,"ST. PETERSBURG, FL",United States,0101000020E6100000DAC9E02879AB54C068CBB91457C53B40
STRATHAMNH.GOV,City,Non-Federal Agency,Stratham,NH,"STRATHAM, NH",United States,0101000020E61000008655BC9179BA51C009E1D1C611834540
STURGIS-SD.GOV,City,Non-Federal Agency,Sturgis,SD,"STURGIS, SD",United States,0101000020E61000009487855AD35A55C0912749D74CE64440
STURGISMI.GOV,City,Non-Federal Agency,Sturgis,MI,"STURGIS, MI",United States,0101000020E61000009487855AD35A55C0912749D74CE64440
SUDBURY-MA.GOV,City,Non-Federal Agency,Sudbury,MA,"SUDBURY, MA",United States,0101000020E6100000E2E47E87A2DA51C01327F73B14314540
SUFFOLK-VA.GOV,City,Non-Federal Agency,Suffolk,VA,"SUFFOLK, VA",United States,0101000020E61000003ED00A0C592553C0614F3BFC355D4240
SUGAR-LANDCITYTX.GOV,City,Non-Federal Agency,Sugar Land,TX,"SUGAR LAND, TX",United States,0101000020E610000018265305A3E857C03BFC3559A39E3D40
SUGAR-LANDTX.GOV,City,Non-Federal Agency,Sugar Land,TX,"SUGAR LAND, TX",United States,0101000020E610000018265305A3E857C03BFC3559A39E3D40
SUGARCITYIDAHO.GOV,City,Non-Federal Agency,Sugar City,ID,"SUGAR CITY, ID",United States,0101000020E610000032E6AE25E4EF5BC0CF31207BBDEF4540
SUGARLAND-CITYTX.GOV,City,Non-Federal Agency,Sugar Land,TX,"SUGAR LAND, TX",United States,0101000020E610000018265305A3E857C03BFC3559A39E3D40
SUGARLAND-TX.GOV,City,Non-Federal Agency,Sugar Land,TX,"SUGAR LAND, TX",United States,0101000020E610000018265305A3E857C03BFC3559A39E3D40
SUGARLANDCITY-TX.GOV,City,Non-Federal Agency,Sugar Land,TX,"SUGAR LAND, TX",United States,0101000020E610000018265305A3E857C03BFC3559A39E3D40
SUGARLANDCITYTX.GOV,City,Non-Federal Agency,Sugar Land,TX,"SUGAR LAND, TX",United States,0101000020E610000018265305A3E857C03BFC3559A39E3D40
SUGARLANDTX.GOV,City,Non-Federal Agency,Sugar Land,TX,"SUGAR LAND, TX",United States,0101000020E610000018265305A3E857C03BFC3559A39E3D40
SULLIVANOHIO.GOV,City,Non-Federal Agency,Sullivan,OH,"SULLIVAN, OH",United States,0101000020E6100000F5673F5244CA56C018265305A31A4340
SUMMERVILLESC.GOV,City,Non-Federal Agency,Summerville,SC,"SUMMERVILLE, SC",United States,0101000020E6100000B7627FD93D0B54C0EE7C3F355E824040
SUMTERSC.GOV,City,Non-Federal Agency,Sumter,SC,"SUMTER, SC",United States,0101000020E61000002BA4FCA4DA1554C012F758FAD0F54040
SUNLANDPARK-NM.GOV,City,Non-Federal Agency,Sunland Park,NM,"SUNLAND PARK, NM",United States,0101000020E61000007380608E1EA55AC096438B6CE7CB3F40
SUNNYSIDE-WA.GOV,City,Non-Federal Agency,Sunnyside,WA,"SUNNYSIDE, WA",United States,0101000020E610000011C7BAB88D005EC01A34F44F70294740
SUNRISEBEACH-MO.GOV,City,Non-Federal Agency,Sunrise Beach,MO,"SUNRISE BEACH, MO",United States,0101000020E6100000991249F4323257C058569A9482164340
SUNSETBEACHNC.GOV,City,Non-Federal Agency,Sunset Beach,NC,"SUNSET BEACH, NC",United States,0101000020E6100000ED815660C8A053C0944DB9C2BBF04040
SUPERIORAZ.GOV,City,Non-Federal Agency,Superior,AZ,"SUPERIOR, AZ",United States,0101000020E6100000BB0A293FA90657C00EF8FC30425C4740
SUPERIORCOLORADO.GOV,City,Non-Federal Agency,Superior,CO,"SUPERIOR, CO",United States,0101000020E6100000BB0A293FA90657C00EF8FC30425C4740
SURGOINSVILLETN.GOV,City,Non-Federal Agency,Surgoinsville,TN,"SURGOINSVILLE, TN",United States,0101000020E61000001CF0F96184B654C0475A2A6F473C4240
SURPRISEAZ.GOV,City,Non-Federal Agency,Surprise,AZ,"SURPRISE, AZ",United States,0101000020E6100000E197FA7953155CC0A297512CB7D04040
SYLACAUGAAL.GOV,City,Non-Federal Agency,Sylacauga,AL,"SYLACAUGA, AL",United States,0101000020E61000006397A8DE1A9055C0FC523F6F2A964040
SYRACUSEKS.GOV,City,Non-Federal Agency,Syracuse,KS,"SYRACUSE, KS",United States,0101000020E6100000AFB14B546F0953C04A24D1CB28864540
TABERNACLENJ.GOV,City,Non-Federal Agency,Tabernacle,NJ,"TABERNACLE, NJ",United States,0101000020E6100000C6A70018CFCE55C0247F30F0DC6F4240
TACOMAWA.GOV,City,Non-Federal Agency,Tacoma,WA,"TACOMA, WA",United States,0101000020E610000026FC523F6F9C5EC0FFE7305F5EA04740
TAFTTX.GOV,City,Non-Federal Agency,Taft,TX,"TAFT, TX",United States,0101000020E61000000113B87537DD5DC0A054FB743C924140
TALLAPOOSAGA.GOV,City,Non-Federal Agency,Tallapoosa,GA,"TALLAPOOSA, GA",United States,0101000020E6100000F1BA7EC16E5255C04F1E166A4DDF4040
TALLASSEE-AL.GOV,City,Non-Federal Agency,Millbrook,AL,"MILLBROOK, AL",United States,0101000020E61000002CF180B2299755C04C546F0D6C3D4040
TALLULAH-LA.GOV,City,Non-Federal Agency,Tallulah,LA,"TALLULAH, LA",United States,0101000020E610000000E31934F4CB56C0F888981249344040
TAMPAFL.GOV,City,Non-Federal Agency,Tampa,FL,"TAMPA, FL",United States,0101000020E61000005760C8EA569D54C0514EB4AB90F23B40
TAUNTON-MA.GOV,City,Non-Federal Agency,Taunton,MA,"TAUNTON, MA",United States,0101000020E61000005D8AABCABEC551C097900F7A36F34440
TAYLORMILLKY.GOV,City,Non-Federal Agency,Taylor Mill,KY,"TAYLOR MILL, KY",United States,0101000020E61000008481E7DEC31F55C01DE6CB0BB07F4340
TAYLORSVILLEUT.GOV,City,Non-Federal Agency,Taylorsville,UT,"TAYLORSVILLE, UT",United States,0101000020E61000003CA06CCA15FC5BC04C7155D977554440
TAYLORTX.GOV,City,Non-Federal Agency,Taylor,TX,"TAYLOR, TX",United States,0101000020E610000073D712F241D154C0344B02D4D41E4540
TEANECKNJ.GOV,City,Non-Federal Agency,Teaneck,NJ,"TEANECK, NJ",United States,0101000020E6100000E5ED08A7058152C0DE718A8EE4724440
TEGACAYSC.GOV,City,Non-Federal Agency,Tega Cay,SC,"TEGA CAY, SC",United States,0101000020E610000064CC5D4BC84154C09E7B0F971C834140
TELLURIDE-CO.GOV,City,Non-Federal Agency,Telluride,CO,"TELLURIDE, CO",United States,0101000020E61000008B37328FFCF35AC0DC291DACFFF74240
TEMECULACA.GOV,City,Non-Federal Agency,Temecula,CA,"TEMECULA, CA",United States,0101000020E61000003602F1BA7E495DC0ACFF73982FBF4040
TEMPE.GOV,City,Non-Federal Agency,Tempe,AZ,"TEMPE, AZ",United States,0101000020E610000040FB912232FA5BC053AEF02E17B54040
TEMPLETX.GOV,City,Non-Federal Agency,Temple,TX,"TEMPLE, TX",United States,0101000020E6100000446E861BF05558C0707CED9925193F40
TENNILLE-GA.GOV,City,Non-Federal Agency,Tennille,GA,"TENNILLE, GA",United States,0101000020E6100000446E861BF0B354C007B13385CE774040
THECOLONYTX.GOV,City,Non-Federal Agency,The Colony,TX,"THE COLONY, TX",United States,0101000020E610000018601F9DBA3858C02C82FFAD648B4040
THEWOODLANDS-TX.GOV,City,Non-Federal Agency,The Woodlands,TX,"THE WOODLANDS, TX",United States,0101000020E610000041D47D0052DF57C055185B0872283E40
THEWOODLANDSTOWNSHIP-TX.GOV,City,Non-Federal Agency,The Woodlands,TX,"THE WOODLANDS, TX",United States,0101000020E610000041D47D0052DF57C055185B0872283E40
THOMASVILLE-NC.GOV,City,Non-Federal Agency,Thomasville,NC,"THOMASVILLE, NC",United States,0101000020E61000005726FC523F0554C01B12F758FAF04140
THORNBURG-PA.GOV,City,Non-Federal Agency,Pittsburgh,PA,"PITTSBURGH, PA",United States,0101000020E6100000EF1B5F7B664B58C0868F882991504840
THORNEBAY-AK.GOV,City,Non-Federal Agency,Thorne Bay,AK,"THORNE BAY, AK",United States,0101000020E610000026AAB706B69060C0E36BCF2C09D84B40
TIFFINOHIO.GOV,City,Non-Federal Agency,Tiffin,OH,"TIFFIN, OH",United States,0101000020E6100000D36A48DC63CB54C02DB29DEFA78E4440
TIGARD-OR.GOV,City,Non-Federal Agency,Tigard,OR,"TIGARD, OR",United States,0101000020E61000003ACC971760B15EC0EC866D8B32B74640
TILLAMOOKOR.GOV,City,Non-Federal Agency,Tillamook,OR,"TILLAMOOK, OR",United States,0101000020E6100000CEDF844204F65EC0FCE3BD6A65BA4640
TIMNATH-CO.GOV,City,Non-Federal Agency,Timnath,CO,"TIMNATH, CO",United States,0101000020E6100000931804560E3F5AC0D656EC2FBB434440
TINLEYPARK-IL.GOV,City,Non-Federal Agency,Tinley Park,IL,"TINLEY PARK, IL",United States,0101000020E610000080828B1535F255C0F6402B3064C94440
TINLEYPARKIL.GOV,City,Non-Federal Agency,Tinley Park,IL,"TINLEY PARK, IL",United States,0101000020E610000080828B1535F255C0F6402B3064C94440
TIOGATX.GOV,City,Non-Federal Agency,Tioga,TX,"TIOGA, TX",United States,0101000020E610000023F3C81F0CBC59C0DE54A4C2D8324840
TIPPCITYOHIO.GOV,City,Non-Federal Agency,Tipp City,OH,"TIPP CITY, OH",United States,0101000020E61000007B6B60AB040B55C01F680586ACFA4340
TOLLAND-MA.GOV,City,Non-Federal Agency,Tolland,MA,"TOLLAND, MA",United States,0101000020E61000002F17F19D981752C04165FCFB8CEF4440
TOMBALLTX.GOV,City,Non-Federal Agency,Tomball,TX,"TOMBALL, TX",United States,0101000020E6100000DAACFA5C6DE757C0B77A4E7ADF183E40
TOMPKINSVILLEKY.GOV,City,Non-Federal Agency,Tompkinsville,KY,"TOMPKINSVILLE, KY",United States,0101000020E6100000C0266BD4436C55C04451A04FE4594240
TOPSFIELD-MA.GOV,City,Non-Federal Agency,Topsfield,MA,"TOPSFIELD, MA",United States,0101000020E610000054E3A59BC4BC51C0DA20938C9C514540
TORRANCECA.GOV,City,Non-Federal Agency,Torrance,CA,"TORRANCE, CA",United States,0101000020E61000005682C5E1CC955DC0492EFF21FDEA4040
TORREYUTAH.GOV,City,Non-Federal Agency,Torrey,UT,"TORREY, UT",United States,0101000020E6100000062FFA0AD2DA5BC0B5E0455F41264340
TORRINGTON-CT.GOV,City,Non-Federal Agency,Torrington,CT,"TORRINGTON, CT",United States,0101000020E6100000C0E78711C24752C06DC5FEB27BE64440
TORRINGTONWY.GOV,City,Non-Federal Agency,Torrington,WY,"TORRINGTON, WY",United States,0101000020E6100000C0E78711C24752C06DC5FEB27BE64440
TOWNOFBETHLEHEM-NY.GOV,City,Non-Federal Agency,Delmar,NY,"DELMAR, NY",United States,0101000020E6100000B77F65A5497552C09DBAF2599E4F4540
TOWNOFBLYTHEWOODSC.GOV,City,Non-Federal Agency,Blythewood,SC,"BLYTHEWOOD, SC",United States,0101000020E610000051BD35B0553E54C07A7077D66E1B4140
TOWNOFCALLAHAN-FL.GOV,City,Non-Federal Agency,Callahan,FL,"CALLAHAN, FL",United States,0101000020E61000001A868F88297554C01D774A07EB8F3E40
TOWNOFCARRBORONC.GOV,City,Non-Federal Agency,Carrboro,NC,"CARRBORO, NC",United States,0101000020E6100000D0ED258DD1C453C00664AF777FF44140
TOWNOFCARYNC.GOV,City,Non-Federal Agency,Cary,NC,"CARY, NC",United States,0101000020E61000001990BDDEFDB153C0E8BCC62E51E54140
TOWNOFCATSKILLNY.GOV,City,Non-Federal Agency,Catskill,NY,"CATSKILL, NY",United States,0101000020E610000093C6681D557752C0008C67D0D01B4540
TOWNOFCHADBOURNNC.GOV,City,Non-Federal Agency,Chadbourn,NC,"CHADBOURN, NC",United States,0101000020E61000007B319413EDB453C077DB85E63A294140
TOWNOFCLAYTONNC.GOV,City,Non-Federal Agency,Clayton,NC,"CLAYTON, NC",United States,0101000020E61000002C0E677E359D53C00F971C774AD34140
TOWNOFEASTHAVEN-CT.GOV,City,Non-Federal Agency,East Haven,CT,"EAST HAVEN, CT",United States,0101000020E610000061376C5B943752C0016A6AD95AA34440
TOWNOFHALFMOON-NY.GOV,City,Non-Federal Agency,Halfmoon,NY,"HALFMOON, NY",United States,0101000020E61000001973D712F26D52C06E693524EE694540
TOWNOFHAVERHILL-FL.GOV,City,Non-Federal Agency,Haverhill,FL,"HAVERHILL, FL",United States,0101000020E6100000A228D027F2C451C0DE9387855A634540
TOWNOFHOMECROFTIN.GOV,City,Non-Federal Agency,Indianapolis,IN,"INDIANAPOLIS, IN",United States,0101000020E61000006EDDCD531D8A55C043739D465AE24340
TOWNOFHOUNSFIELD-NY.GOV,City,Non-Federal Agency,Watertown,NY,"WATERTOWN, NY",United States,0101000020E610000092AE997CB3CB51C07A8D5DA27A2F4540
TOWNOFISLIP-NY.GOV,City,Non-Federal Agency,Islip,NY,"ISLIP, NY",United States,0101000020E6100000F3599E07774D52C0BDFBE3BD6A5D4440
TOWNOFLAPOINTEWI.GOV,City,Non-Federal Agency,La Pointe,WI,"LA POINTE, WI",United States,0101000020E6100000F180B22957B256C024287E8CB9634740
TOWNOFLAVETA-CO.GOV,City,Non-Federal Agency,La Veta,CO,"LA VETA, CO",United States,0101000020E6100000F4F8BD4D7F405AC09413ED2AA4C04240
TOWNOFMAYNARD-MA.GOV,City,Non-Federal Agency,Maynard,MA,"MAYNARD, MA",United States,0101000020E6100000664E97C5C4DC51C07A8D5DA27A374540
TOWNOFMONTEAGLE-TN.GOV,City,Non-Federal Agency,Monteagle,TN,"MONTEAGLE, TN",United States,0101000020E6100000E09C11A5BD7555C03B3602F1BA9E4140
TOWNOFNASHVILLENC.GOV,City,Non-Federal Agency,Nashville,NC,"NASHVILLE, NC",United States,0101000020E6100000276BD44334B255C0E15D2EE23B154240
TOWNOFNORTH-SC.GOV,City,Non-Federal Agency,North,SC,"NORTH, SC",United States,0101000020E610000091B8C7D2874654C0FBE8D495CFCE4040
TOWNOFNORTHEASTNY.GOV,City,Non-Federal Agency,Millerton,NY,"MILLERTON, NY",United States,0101000020E610000029AE2AFBAE6052C0FC1873D712FA4440
TOWNOFORANGEVA.GOV,City,Non-Federal Agency,Orange,VA,"ORANGE, VA",United States,0101000020E6100000FF78AF5A99765DC0D40E7F4DD6E44040
TOWNOFOYSTERBAY-NY.GOV,City,Non-Federal Agency,Oyster Bay,NY,"OYSTER BAY, NY",United States,0101000020E6100000B24B546F0D6252C026E4839ECD6E4440
TOWNOFPENNINGTONVA.GOV,City,Non-Federal Agency,Pennington Gap,VA,"PENNINGTON GAP, VA",United States,0101000020E610000040D9942BBCC154C0F05014E813614240
TOWNOFPOUGHKEEPSIE-NY.GOV,City,Non-Federal Agency,Poughkeepsie,NY,"POUGHKEEPSIE, NY",United States,0101000020E610000037A6272CF17A52C0BD8C62B9A5D94440
TOWNOFROBERSONVILLE-NC.GOV,City,Non-Federal Agency,Robersonville,NC,"ROBERSONVILLE, NC",United States,0101000020E6100000F59CF4BEF14F53C0D2FBC6D79EE94140
TOWNOFRYENY.GOV,City,Non-Federal Agency,Port Chester,NY,"PORT CHESTER, NY",United States,0101000020E61000007B6649809A6A52C07138F3AB39804440
TOWNOFSHIELDS-WI.GOV,City,Non-Federal Agency,Montello,WI,"MONTELLO, WI",United States,0101000020E6100000F8FC3042785456C08C84B69C4BE54540
TOWNOFSHIRLEY-MA.GOV,City,Non-Federal Agency,Shirley,MA,"SHIRLEY, MA",United States,0101000020E61000009D8026C2863752C018096D3997664440
TOWNOFSTLEO-FL.GOV,City,Non-Federal Agency,Saint Leo,FL,"SAINT LEO, FL",United States,0101000020E610000078280AF4899054C0E73A8DB454563C40
TOWNOFSURFSIDEFL.GOV,City,Non-Federal Agency,Surfside,FL,"SURFSIDE, FL",United States,0101000020E61000002B1895D4090854C046D3D9C9E0E03940
TOWNOFTROPICUT.GOV,City,Non-Federal Agency,Tropic,UT,"TROPIC, UT",United States,0101000020E6100000616C21C841055CC09CBF098508D04240
TOWNOFVASSNC.GOV,City,Non-Federal Agency,Vass,NC,"VASS, NC",United States,0101000020E6100000F2D24D6210D253C014799274CDA04140
TOWNOFWALWORTHNY.GOV,City,Non-Federal Agency,Walworth,NY,"WALWORTH, NY",United States,0101000020E61000004694F6065F2656C055F65D11FC434540
TOWNOFWARREN-RI.GOV,City,Non-Federal Agency,Warren,RI,"WARREN, RI",United States,0101000020E6100000598638D6C5C154C01344DD07203D4540
TOWNOFWASHINGTONVA.GOV,City,Non-Federal Agency,Washington,VA,"WASHINGTON, VA",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
TOWNOFWOODSTOCKVA.GOV,City,Non-Federal Agency,Woodstock,VA,"WOODSTOCK, VA",United States,0101000020E6100000C66D3480B71C56C01C5F7B6649284540
TOWNSHIPOFTABERNACLE-NJ.GOV,City,Non-Federal Agency,Tabernacle,NJ,"TABERNACLE, NJ",United States,0101000020E6100000C6A70018CFCE55C0247F30F0DC6F4240
TRAVERSECITYMI.GOV,City,Non-Federal Agency,Traverse City,MI,"TRAVERSE CITY, MI",United States,0101000020E6100000A83AE466B86755C0617138F3AB614640
TREASUREISLAND-FL.GOV,City,Non-Federal Agency,Treasure Island,FL,"TREASURE ISLAND, FL",United States,0101000020E6100000DE3CD52137B154C00569C6A2E9C43B40
TRINITY-NC.GOV,City,Non-Federal Agency,Trinity,NC,"TRINITY, NC",United States,0101000020E61000003659A31EA2AB54C04A7B832F4C2E3C40
