Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
PINECREST-FL.GOV,City,Non-Federal Agency,Village of Pinecrest,Pinecrest,FL,gwilson@pinecrest-fl.gov
PINEPLAINS-NY.GOV,City,Non-Federal Agency,Town of Pine Plains,Pine Plains,NY,alice@pineplains-ny.gov
PINETOPLAKESIDEAZ.GOV,City,Non-Federal Agency,TOWN OF PINETOP-LAKESIDE,LAKESIDE,AZ,(blank)
PINEVILLENC.GOV,City,Non-Federal Agency,Town of Pineville,Pineville,NC,(blank)
PITTMANCENTERTN.GOV,City,Non-Federal Agency,Town of Pittman Center ,Sevierville,TN,tkwatts@pittmancentertn.gov
PITTSBORONC.GOV,City,Non-Federal Agency,Town of Pittsboro,Pittsboro,NC,hmeacham@pittsboronc.gov
PITTSBURGCA.GOV,City,Non-Federal Agency,CITY OF PITTSBURG,PITTSBURG,CA,jkaneria@ci.pittsburg.ca.us
PITTSBURGHPA.GOV,City,Non-Federal Agency,City of Pittsburgh,Pittsburgh,PA,(blank)
PITTSFIELD-MI.GOV,City,Non-Federal Agency,Pittsfield Charter Township,Ann Arbor,MI,(blank)
PITTSFIELDNH.GOV,City,Non-Federal Agency,Town of Pittsfield,Pittsfield,NH,cmarston@pittsfieldnh.gov
PLAINFIELDNJ.GOV,City,Non-Federal Agency,City Of Palinfield,Plainfield,NJ,(blank)
PLAINVILLE-CT.GOV,City,Non-Federal Agency,City of Plainville,Plainville,CT,(blank)
PLAINVILLEKS.GOV,City,Non-Federal Agency,City of Plainville,Plainville,KS,(blank)
PLANCHESAPEAKEBEACHMD.GOV,City,Non-Federal Agency,Town of Chesapeake Beach,Chesapeake beach,MD,websecurity@chesapeakebeachmd.gov
PLANDOMEHEIGHTS-NY.GOV,City,Non-Federal Agency,Village of Plandome Heights,Manhasset,NY,info@plandomeheights-ny.gov
PLANO.GOV,City,Non-Federal Agency,City of Plano,Plano,TX,(blank)
PLATTSBURG-MO.GOV,City,Non-Federal Agency,City of Plattsburg,Plattsburg,MO,support@cmbusiness.com
PLEASANTHILLCA.GOV,City,Non-Federal Agency,City of Pleasant Hill,Pleasant Hill,CA,(blank)
PLEASANTONCA.GOV,City,Non-Federal Agency,City of Pleasanton,PLEASANTON,CA,itrequest@cityofpleasantonca.gov
PLEASANTONTX.GOV,City,Non-Federal Agency,City of Pleasanton,Pleasanton,TX,aaguirre@pleasantontx.gov
PLEASANTPRAIRIEWI.GOV,City,Non-Federal Agency,Village of Pleasant Prairie,Pleasant Prairie,WI,dhonore@pleasantprairiewi.gov
PLEASANTVALLEY-NY.GOV,City,Non-Federal Agency,Town of Pleasant Valley,Pleasant Valley,NY,(blank)
PLEASANTVILLE-NY.GOV,City,Non-Federal Agency,Village of Pleasantville,Pleasantville,NY,villageclerk@pleasantville-ny.gov
PLOVERWI.GOV,City,Non-Federal Agency,Village of Plover,Plover,WI,dfritsch@ploverwi.gov
PLUMSTEAD.GOV,City,Non-Federal Agency,plumstead.gov,Plumsteadville,PA,alanh@hptsystems.com
PLYMOUTH-MA.GOV,City,Non-Federal Agency,Town of Plymouth,Plymouth,MA,(blank)
PLYMOUTHMI.GOV,City,Non-Federal Agency,City of Plymouth,Plymouth,MI,(blank)
PLYMOUTHMN.GOV,City,Non-Federal Agency,City of Plymouth,Plymouth,MN,cleiseth@plymouthmn.gov
POCOMOKEMD.GOV,City,Non-Federal Agency,City of Pocomoke,Pocomoke City,MD,michelle@pocomokemd.gov
POCONOPA.GOV,City,Non-Federal Agency,Pocono Township,Tannersville,PA,tmunoz@poconopa.gov
POLKCITYIA.GOV,City,Non-Federal Agency,City of Polk City,Polk City,IA,(blank)
POMFRETCT.GOV,City,Non-Federal Agency,Town of Pomfret,Pomfret Center,CT,(blank)
POMPANOBEACHFL.GOV,City,Non-Federal Agency,City of Pompano Beach,Pompano Beach,FL,(blank)
POMPEY-NY.GOV,City,Non-Federal Agency,TOWN OF POMPEY,MANLIUS,NY,(blank)
POMPTONLAKES-NJ.GOV,City,Non-Federal Agency,Borough of Pompton Lakes,Pompton Lakes,NJ,(blank)
PONCACITYOK.GOV,City,Non-Federal Agency,City of Ponca City,Ponca City,OK,(blank)
POOLER-GA.GOV,City,Non-Federal Agency,City of Pooler,Pooler,GA,acook@pooler-ga.gov
POOLESVILLEMD.GOV,City,Non-Federal Agency,Town of Poolesville,Poolesville,MD,(blank)
POPLARBLUFF-MO.GOV,City,Non-Federal Agency,City of Poplar Bluff,Poplar Bluff,MO,(blank)
POPLARVILLEMS.GOV,City,Non-Federal Agency,City of Poplarville Mississippi,Poplarvile,MS,(blank)
POQUOSON-VA.GOV,City,Non-Federal Agency,City of Poquoson,Poquioson,VA,(blank)
PORTAGE-MI.GOV,City,Non-Federal Agency,City of Portage,Portage,MI,(blank)
PORTAGEIN.GOV,City,Non-Federal Agency,City of Portage,Portage,IN,(blank)
PORTAGEMI.GOV,City,Non-Federal Agency,City of Portage,Portage,MI,(blank)
PORTAGEWI.GOV,City,Non-Federal Agency,City of Portage,Portage,WI,(blank)
PORTALESNM.GOV,City,Non-Federal Agency,City of Portales,Portales,NM,(blank)
PORTARTHURTX.GOV,City,Non-Federal Agency,City of Port Arthur,Port Arthur,TX,(blank)
PORTCHESTERNY.GOV,City,Non-Federal Agency,Village of Port Chester,Port Chester,NY,RCimino@portchesterny.com
PORTCLINTON-OH.GOV,City,Non-Federal Agency,City of Port Clinton,Port Clinton,OH,(blank)
PORTERVILLE-CA.GOV,City,Non-Federal Agency,City of Porterville,Porterville,CA,twilliams@ci.porterville.ca.us
PORTERVILLECA.GOV,City,Non-Federal Agency,City of Porterville,Porterville,CA,(blank)
PORTJERVISNY.GOV,City,Non-Federal Agency,City of Port Jervis,Port Jervis,NY,portjervisweb@gmail.com
PORTLAND.GOV,City,Non-Federal Agency,City of Portland,Portland,OR,(blank)
PORTLANDMAINE.GOV,City,Non-Federal Agency,"City of Portland, Maine",Portland,ME,(blank)
PORTLANDOREGON.GOV,City,Non-Federal Agency,City of Portland,Portland,OR,(blank)
PORTLANDTX.GOV,City,Non-Federal Agency,City of Portland,Portland,TX,(blank)
PORTORCHARDWA.GOV,City,Non-Federal Agency,City of Port Orchard,Port Orchard,WA,it@cityofportorchard.us
PORTSMOUTHOHPD.GOV,City,Non-Federal Agency,Portsmouth Police Department,Portsmouth,OH,info@portsmouthohiopolice.com
PORTSMOUTHSHERIFFSOFFICEVA.GOV,City,Non-Federal Agency,Portsmouth Sheriff's Office ,Portsmouth,VA,(blank)
PORTSMOUTHVA.GOV,City,Non-Federal Agency,"City of Portsmouth, VA",Portsmouth,VA,(blank)
PORTSMOUTHVIRGINIA.GOV,City,Non-Federal Agency,"City of Portsmouth, VA",Portsmouth,VA,(blank)
PORTVINCENT-LA.GOV,City,Non-Federal Agency,Village of Port Vincent,Port Vincent,LA,(blank)
POTEETTEXAS.GOV,City,Non-Federal Agency,City of Poteet,Poteet,TX,(blank)
POTTERTWP-PA.GOV,City,Non-Federal Agency,Potter Township,Monaca,PA,(blank)
POWHATANVA.GOV,City,Non-Federal Agency,County of Powhatan,Powhatan,VA,(blank)
POYNETTE-WI.GOV,City,Non-Federal Agency,Village of Poynette ,Poynette,WI,(blank)
PRAIRIEDUCHIEN-WI.GOV,City,Non-Federal Agency,City of Prairie du Chien,Prairie du Chien,WI,(blank)
PRAIRIEVIEWTEXAS.GOV,City,Non-Federal Agency,City of Prairie View,Prairie View,TX,abynum@prairieviewtexas.gov
PRATTVILLE-AL.GOV,City,Non-Federal Agency,City of Prattville,Prattville,AL,jose.figueroa@prattvilleal.gov
PRATTVILLEAL.GOV,City,Non-Federal Agency,City of Prattville,Prattville,AL,jose.figueroa@prattvilleal.gov
PRESCOTT-AZ.GOV,City,Non-Federal Agency,City of Prescott,Prescott,AZ,(blank)
PRESCOTTVALLEY-AZ.GOV,City,Non-Federal Agency,Town of Prescott Valley,Prescott Valley,AZ,(blank)
PRESQUEISLEMAINE.GOV,City,Non-Federal Agency,City of Presque Isle,Presque Isle,ME,(blank)
PRIESTRIVER-ID.GOV,City,Non-Federal Agency,City of Priest River,Priest River,ID,(blank)
PRINCETONNJ.GOV,City,Non-Federal Agency,Princeton,Princeton,NJ,(blank)
PRINCETONTX.GOV,City,Non-Federal Agency,City of Princeton,Princeton,TX,jintelhouse@alpsdallas.com
PRINCETONWV.GOV,City,Non-Federal Agency,Princeton Police Department,Princeton,WV,(blank)
PRIORLAKEMN.GOV,City,Non-Federal Agency,City of Prior Lake,Prior Lake,MN,helpdesk@cityofpriorlake.com
PROCTORMN.GOV,City,Non-Federal Agency,City of Proctor,Proctor,MN,(blank)
PROSPERTX.GOV,City,Non-Federal Agency,Town of Prosper,Prosper,TX,(blank)
PROVIDENCERI.GOV,City,Non-Federal Agency,City of Providence,Providence,RI,webmaster@providenceri.gov
PROVINCETOWN-MA.GOV,City,Non-Federal Agency,Town of Provincetown,Provincetown,MA,(blank)
PULLMAN-WA.GOV,City,Non-Federal Agency,City of Pullman,Pullman,WA,brandon.sommer@Pullman-wa.gov
PULLMANWA.GOV,City,Non-Federal Agency,City of Pullman,Pullman,WA,brandon.sommer@pullman-wa.gov
PURCELLOK.GOV,City,Non-Federal Agency,City of Purcell,Purcell,OK,info@purcell.ok.gov
PURCELLVILLEVA.GOV,City,Non-Federal Agency,Town of Purcellville,Purcellville,VA,(blank)
PURVIS-MS.GOV,City,Non-Federal Agency,City of Purvis,Purvis,MS,(blank)
PUYALLUPWA.GOV,City,Non-Federal Agency,City of Puyallup,Puyallup,WA,(blank)
QUEENCREEKAZ.GOV,City,Non-Federal Agency,Town of Queen Creek,Queen Creek,AZ,terry.diamond@queencreek.org
QUINCYIL.GOV,City,Non-Federal Agency,City of Quincy,Quincy,IL,(blank)
QUINCYMA.GOV,City,Non-Federal Agency,City of Quincy,Quincy,MA,(blank)
QUITMANGA.GOV,City,Non-Federal Agency,City of Quitman,Quitman,GA,(blank)
RADCLIFFKY.GOV,City,Non-Federal Agency,City of Radcliff,Radcliff,KY,(blank)
RADFORDVA.GOV,City,Non-Federal Agency,City of Radford,Radford,VA,(blank)
RAHWAYNJ.GOV,City,Non-Federal Agency,City of Rahway,Rahway,NJ,support@najmee.com
RALEIGHNC.GOV,City,Non-Federal Agency,City of Raleigh NC,Raleigh,NC,(blank)
RAMAPO-NY.GOV,City,Non-Federal Agency,Town of Ramapo,Suffern,NY,ramapoit@ramapo-ny.gov
RANCHOMIRAGECA.GOV,City,Non-Federal Agency,City of Rancho Mirage,Rancho Mirage,CA,(blank)
RANDOLPH-MA.GOV,City,Non-Federal Agency,Town of Radolph Massachusetts,Randolph,MA,(blank)
RANGELYCO.GOV,City,Non-Federal Agency,Town Of Rangely,Rangely,CO,(blank)
RANGERTX.GOV,City,Non-Federal Agency,CIty of Ranger,Ranger,TX,citymanager@rangertx.gov
RARITANTWPNJ.GOV,City,Non-Federal Agency,Raritan Township,Flemington,NJ,(blank)
RATONNM.GOV,City,Non-Federal Agency,City of Raton,Raton,NM,(blank)
RAVENNAOH.GOV,City,Non-Federal Agency,City of Ravenna,Ravenna,OH,(blank)
RAYCITYGA.GOV,City,Non-Federal Agency,City of Ray City,Ray City,GA,(blank)
RAYMONDNH.GOV,City,Non-Federal Agency,"Town of Raymond, NH",Raymond,NH,jjenks@raymondnh.gov
READINGMA.GOV,City,Non-Federal Agency,TOWN OF READING,READING,MA,(blank)
READINGPA.GOV,City,Non-Federal Agency,City of Reading,Reading,PA,webmaster@readingpa.gov
READINGTONTWPNJ.GOV,City,Non-Federal Agency,Readington Township,Whitehouse Station,NJ,(blank)
READYHOUSTONTX.GOV,City,Non-Federal Agency,City of Houston,Houston,TX,(blank)
READYSOUTHTEXAS.GOV,City,Non-Federal Agency,City of San Antonio,San Antonio,TX,(blank)
READYWESTLINNOR.GOV,City,Non-Federal Agency,City of West Linn,West Linn,OR,(blank)
REDBANKTN.GOV,City,Non-Federal Agency,City of Red Bank,Red Bank,TN,webhosting@localgovcorp.com
REDBAY-AL.GOV,City,Non-Federal Agency,City of Red Bay,Red Bay,AL,clerk@redbay-al.gov
REDDING-CA.GOV,City,Non-Federal Agency,City of Redding,Redding,CA,(blank)
REDMOND.GOV,City,Non-Federal Agency,City of Redmond,Redmond,WA,ssekhon@redmond.gov
REDMONDOREGON.GOV,City,Non-Federal Agency,City of Redmond,Redmond,OR,matt.hayes@ci.redmond.or.us
REDRIVERNM.GOV,City,Non-Federal Agency,Town of Red River,Red River,NM,jrael@ambitionsgroup.com
REEDSBURGWI.GOV,City,Non-Federal Agency,City of Reedsburg,Reedsburg,WI,(blank)
REEVESLA.GOV,City,Non-Federal Agency,Village Of Reeves,Reeves,LA,Reeveslait@gmail.com
REHOBOTHMA.GOV,City,Non-Federal Agency,Town of Rehoboth,Rehoboth,MA,(blank)
REIDSVILLENC.GOV,City,Non-Federal Agency,City of Reidsville,Reidsville,NC,(blank)
REMINGTON-VA.GOV,City,Non-Federal Agency,Town of Remington,Remington,VA,(blank)
RENO.GOV,City,Non-Federal Agency,City of Reno,Reno,NV,(blank)
RENONV.GOV,City,Non-Federal Agency,City of Reno,Reno,NV,(blank)
RENOTX.GOV,City,Non-Federal Agency,City of Reno,Reno,TX,(blank)
RENSSELAERNY.GOV,City,Non-Federal Agency,"City of Renssealaer, NY",Rensselaer,NY,(blank)
RENTONWA.GOV,City,Non-Federal Agency,City of Renton,Renton,WA,PRakel@rentonwa.gov
REPUBLICMO.GOV,City,Non-Federal Agency,"City of Republic, Missouri",Republic,MO,(blank)
RHINEBECKNY.GOV,City,Non-Federal Agency,Town of Rhinebeck,Rhinebeck,NY,(blank)
RIALTOCA.GOV,City,Non-Federal Agency,City of Rialto,Rialto,CA,(blank)
RICETX.GOV,City,Non-Federal Agency,City of Rice,Rice,TX,(blank)
RICHFIELDMN.GOV,City,Non-Federal Agency,City of Richfield,Richfield,MN,webmaster@richfieldmn.gov
RICHFIELDWI.GOV,City,Non-Federal Agency,Town of Richfield,Hubertus,WI,ryan.custer@ontech.com
RICHLANDMS.GOV,City,Non-Federal Agency,City of Richland,Richland,MS,jpayne@tcsware.com
RICHLANDS-VA.GOV,City,Non-Federal Agency,Town of Richlands,Richlands,VA,fdorton@richlands-va.gov
RICHLANDSNC.GOV,City,Non-Federal Agency,Town of Richlands,Richlands,NC,(blank)
RICHMONDHILL-GA.GOV,City,Non-Federal Agency,"City of Richmond Hill, Georgia",Richmond Hill ,GA,(blank)
RICHMONDINDIANA.GOV,City,Non-Federal Agency,City of Richmond,Richmond,IN,itdir@richmondindiana.gov
RICHMONDTX.GOV,City,Non-Federal Agency,CITY OF RICHMOND,RICHMOND,TX,(blank)
RICHMONDVT.GOV,City,Non-Federal Agency,Town of Richmond,Richmond,VT,(blank)
RICHWOODTX.GOV,City,Non-Federal Agency,City of Richwood,Richwood,TX,(blank)
RICOCOLORADO.GOV,City,Non-Federal Agency,Town of Rico,Rico,CO,(blank)
RIDGECREST-CA.GOV,City,Non-Federal Agency,City of Ridgecrest,Ridgecrest,CA,(blank)
RIDGEFIELDNJ.GOV,City,Non-Federal Agency,The Borough of Ridgefield,Ridgefield,NJ,(blank)
RIDGELANDSC.GOV,City,Non-Federal Agency,Town of Ridgeland,Ridgeland,SC,(blank)
RIORANCHONM.GOV,City,Non-Federal Agency,City of Rio Rancho,Rio Rancho,NM,(blank)
RIVERDALEGA.GOV,City,Non-Federal Agency,City of Riverdale,Riverdale,GA,(blank)
RIVERDALENJ.GOV,City,Non-Federal Agency,Borough of Riverdale,Riverdale,NJ,(blank)
RIVERDALEPARKMD.GOV,City,Non-Federal Agency,Town of Riverdale Park,Riverdale,MD,(blank)
RIVERGROVEIL.GOV,City,Non-Federal Agency,Village of River Grove,River Grove,IL,abuse@rivergroveil.gov
RIVERSIDECA.GOV,City,Non-Federal Agency,"City of Riverside, California",Riverside,CA,(blank)
RIVERSIDEIOWA.GOV,City,Non-Federal Agency,"City of Riverside, IA",Riverside,IA,mayor@cityofriversideiowa.com
RIVERSIDEOH.GOV,City,Non-Federal Agency,City of Riverside,Riverside,OH,(blank)
RIVERTONUTAH.GOV,City,Non-Federal Agency,Riverton City,Riverton,UT,(blank)
RIVERTONWY.GOV,City,Non-Federal Agency,City of Riverton Wyoming,Riverton,WY,awyrick@rivertonwy.gov
ROAMINGSHORESOH.GOV,City,Non-Federal Agency,Village of Roaming Shores,Roaming Shores,OH,(blank)
ROANOKEVA.GOV,City,Non-Federal Agency,City of Roanoke,Roanoke,VA,securitydotgov@roanokeva.gov
ROBINSONPA.GOV,City,Non-Federal Agency,Robinson Township,McDonald,PA,(blank)
ROCHELLEPARKNJ.GOV,City,Non-Federal Agency,Township of Rochelle Park,Rochelle Park,NJ,itdept@rochelleparknj.gov
ROCHESTERMN.GOV,City,Non-Federal Agency,The City of Rochester,Rochester,MN,(blank)
ROCKFORD-IL.GOV,City,Non-Federal Agency,CITY OF ROCKFORD,Rockford,IL,(blank)
ROCKFORDIL.GOV,City,Non-Federal Agency,City of Rockford,Rockford,IL,(blank)
ROCKFORDTOWNSHIPIL.GOV,City,Non-Federal Agency,Rockford Township,Rockford,IL,jstangel@twp.rockford.il.us
ROCKHALLMD.GOV,City,Non-Federal Agency,"Town of Rock Hall, Maryland",Rock Hall,MD,(blank)
ROCKISLANDTOWNSHIPIL.GOV,City,Non-Federal Agency,Rock Island Township,Rock Island,IL,(blank)
ROCKISLANDWA.GOV,City,Non-Federal Agency,City of Rock Island,Rock Island,WA,treasurer@rockislandwa.gov
ROCKLAND-MA.GOV,City,Non-Federal Agency,Town of Rockland,Rockland,MA,(blank)
ROCKLANDMAINE.GOV,City,Non-Federal Agency,"City of Rockland, Maine",Rockland,ME,(blank)
ROCKMART-GA.GOV,City,Non-Federal Agency,City of Rockmart,Rockmart,GA,sarahdiggs@sophicity.com
ROCKPORTMA.GOV,City,Non-Federal Agency,Town of Rockport,Rockport,MA,support@rockportma.gov
ROCKPORTMAINE.GOV,City,Non-Federal Agency,Town of Rockport,Rockport,ME,(blank)
ROCKVILLE-IN.GOV,City,Non-Federal Agency,Town of Rockville Ind.,Rockville,IN,(blank)
ROCKVILLEMD.GOV,City,Non-Federal Agency,City of Rockville,Rockville,MD,(blank)
ROCKWELLNC.GOV,City,Non-Federal Agency,Town of Rockwell,Rockwell,NC,hugh.bost@rockwellnc.gov
ROCKYHILL-NJ.GOV,City,Non-Federal Agency,"Borough of Rocky Hill, NJ",Rocky Hill,NJ,(blank)
ROCKYHILLCT.GOV,City,Non-Federal Agency,Town of Rocky Hill,Rocky Hill,CT,(blank)
ROCKYMOUNTNC.GOV,City,Non-Federal Agency,City of Rocky Mount,Rocky Mount,NC,william.land@rockymountnc.gov
ROGERSAR.GOV,City,Non-Federal Agency,City of Rogers,Rogers,AR,rbreese@rogersar.gov
ROGERSMN.GOV,City,Non-Federal Agency,City of Rogers,Rogers,MN,department-is@rogersmn.gov
ROLESVILLENC.GOV,City,Non-Federal Agency,Town of Rolesville,Rolesville,NC,(blank)
ROLLINGHILLSESTATES-CA.GOV,City,Non-Federal Agency,City of Rolling Hills Estates,Rolling Hills Estates,CA,(blank)
ROLLINGHILLSESTATESCA.GOV,City,Non-Federal Agency,City of Rolling Hills Estates,Rolling Hills Estates,CA,(blank)
ROLLINGWOODTX.GOV,City,Non-Federal Agency,City of Rollingwood,Rollingwood,TX,(blank)
ROME-NY.GOV,City,Non-Federal Agency,"City of Rome, NY",Rome,NY,jgleasman@romecitygov.com
ROMI.GOV,City,Non-Federal Agency,City of Royal Oak,Royal Oak,MI,IT@romi.gov
ROSEMOUNTMN.GOV,City,Non-Federal Agency,City of Rosemount,Rosemount,MN,logan.martin@ci.rosemount.mn.us
ROSENBERGTX.GOV,City,Non-Federal Agency,City of Rosenberg,Rosenberg,TX,(blank)
ROSEVILLE-MI.GOV,City,Non-Federal Agency,City of Roseville,Roseville,MI,(blank)
ROSLYNNY.GOV,City,Non-Federal Agency,The Village of Roslyn,Roslyn,NY,(blank)
ROSSLYNFARMSPA.GOV,City,Non-Federal Agency,Borough of Rosslyn Farms,Carnegie,PA,RosslynFarms.Secretary@gmail.com
ROSWELL-NM.GOV,City,Non-Federal Agency,City of Roswell,Roswell,NM,(blank)
ROUNDLAKEBEACHIL.GOV,City,Non-Federal Agency,Village of Round Lake Beach,Round Lake Beach,IL,(blank)
ROUNDLAKEIL.GOV,City,Non-Federal Agency,Village of Round Lake,Round Lake,IL,abuse@roundlakeil.gov
ROUNDROCKTEXAS.GOV,City,Non-Federal Agency,"City of Round Rock, Texas",Round Rock,TX,(blank)
ROWE-MA.GOV,City,Non-Federal Agency,Town of Rowe,Rowe,MA,(blank)
ROWLETTTX.GOV,City,Non-Federal Agency,City of Rowlett,Rowlett,TX,(blank)
ROYALOAKMI.GOV,City,Non-Federal Agency,City of Royal Oak,Royal Oak,MI,(blank)
ROYALSTON-MA.GOV,City,Non-Federal Agency,Town of Royalston,Royalston,MA,(blank)
RPVCA.GOV,City,Non-Federal Agency,City of Rancho Palos Verdes,Rancho Palos Verdes,CA,lbuchwald@rpvca.gov
RRNM.GOV,City,Non-Federal Agency,City of Rio Rancho,Rio Rancho,NM,(blank)
RUIDOSO-NM.GOV,City,Non-Federal Agency,Village of Ruidoso,Ruidoso,NM,(blank)
RUMSONNJ.GOV,City,Non-Federal Agency,The Borough of Rumson,Rumson,NJ,trogers@rumsonnj.gov
RUSSELLSPOINT-OH.GOV,City,Non-Federal Agency,Village of Russells Point,Russells Point,OH,(blank)
RVA.GOV,City,Non-Federal Agency,City of Richmond,Richmond,VA,DIT-WintelSystemEngineers@richmondgov.com
RVCNY.GOV,City,Non-Federal Agency,Village of Rockville Centre,Rockville Centre,NY,(blank)
RYENY.GOV,City,Non-Federal Agency,City of Rye,Rye,NY,(blank)
SACCOUNTY.GOV,City,Non-Federal Agency,County of Sacramento,Sacramento,CA,cosdns@saccounty.net
SACKETSHARBOR-NY.GOV,City,Non-Federal Agency,Village of Sackets Harbor,Sackets Harbor,NY,(blank)
SADDLEBROOKNJ.GOV,City,Non-Federal Agency,Saddle Brook Towbship,Saddlebrook,NJ,tech2003usa@outlook.com
SADDLEROCKNY.GOV,City,Non-Federal Agency,Village of Saddle Rock,SADDLE ROCK,NY,k@scbw.com
SADIEVILLEKY.GOV,City,Non-Federal Agency,City of Sadieville,Sadieville,KY,sadievilleky@bellsouth.net
SAFFORDAZ.GOV,City,Non-Federal Agency,City of Safford,Safford,AZ,(blank)
SAGHARBORNY.GOV,City,Non-Federal Agency,Incorporated Village of Sag Harbor,Sag Harbor,NY,support@ficomputing.com
SAHUARITAAZ.GOV,City,Non-Federal Agency,Town of Sahuarita,Sahuarita,AZ,(blank)
SAINTPETERMN.GOV,City,Non-Federal Agency,City of Saint Peter,Saint Peter,MN,(blank)
SALADOTX.GOV,City,Non-Federal Agency,Village of Salado Texas,Salado,TX,(blank)
SALEMCT.GOV,City,Non-Federal Agency,Town of Salem,Salem,CT,(blank)
SALEMNH.GOV,City,Non-Federal Agency,Town of Salem New Hampshire,Salem,NH,(blank)
SALEMVA.GOV,City,Non-Federal Agency,City of Salem,Salem,VA,(blank)
SALINA-KS.GOV,City,Non-Federal Agency,City of Salina,Salina,KS,(blank)
SALISBURYMA.GOV,City,Non-Federal Agency,Town of Salisbury,Salisbury,MA,(blank)
SALISBURYNC.GOV,City,Non-Federal Agency,City of Salisbury,Salisbury,NC,(blank)
SAMMAMISHWA.GOV,City,Non-Federal Agency,City of Sammamish,Sammamish,WA,(blank)
SANANTONIO.GOV,City,Non-Federal Agency,City of San Antonio,San Antonio,TX,(blank)
SANBORNIOWA.GOV,City,Non-Federal Agency,City of Sanborn,Sanborn,IA,(blank)
SANDIEGO.GOV,City,Non-Federal Agency,The City of San Diego,San Diego,CA,cybersecurity@sandiego.gov
SANDIMASCA.GOV,City,Non-Federal Agency,City of San Dimas,San Dimas,CA,administration@ci.san-dimas.ca.us
SANDISFIELDMA.GOV,City,Non-Federal Agency,Town of Sandisfield,Sandisfield,MA,(blank)
SANDPOINTIDAHO.GOV,City,Non-Federal Agency,City of Sandpoint,Sandpoint,ID,(blank)
SANDYSPRINGSGA.GOV,City,Non-Federal Agency,City of Sandy Springs,Sandy Springs,GA,servicedesk@sandyspringsga.gov
SANDYSPRINGSGAPOLICE.GOV,City,Non-Federal Agency,Sandy Springs Police Department,Sandy Springs,GA,ron@brunerandcompany.com
SANFORDFL.GOV,City,Non-Federal Agency,City Of Sanford,Sanford,FL,(blank)
SANFRANCISCO.GOV,City,Non-Federal Agency,"City and County of San Francisco, Dept of Technology",San Francisco,CA,(blank)
SANJACINTOCA.GOV,City,Non-Federal Agency,City of San Jacinto,San Jacinto,CA,(blank)
SANJOSECA.GOV,City,Non-Federal Agency,City of San Jose,San Jose,CA,(blank)
SANLUISAZ.GOV,City,Non-Federal Agency,city of san luis,San Luis,AZ,(blank)
SANMARCOSTX.GOV,City,Non-Federal Agency,CIty of San Marcos,San Marcos,TX,(blank)
SANMARINOCA.GOV,City,Non-Federal Agency,City of San Marino,San Marino,CA,(blank)
SANNET.GOV,City,Non-Federal Agency,The City of San Diego,San Diego,CA,cybersecurity@sandiego.gov
SANPABLOCA.GOV,City,Non-Federal Agency,City of San Pablo,San Pablo,CA,(blank)
SANTABARBARACA.GOV,City,Non-Federal Agency,City of Santa Barbara,Santa Barbara,CA,Security@SantaBarbaraCA.gov
SANTACLARACA.GOV,City,Non-Federal Agency,City of Santa Clara,Santa Clara,CA,security@santaclaraca.gov
SANTACLARITACA.GOV,City,Non-Federal Agency,City of Santa Clarita,Santa Clarita,CA,webmaster@santa-clarita.com
SANTAFENM.GOV,City,Non-Federal Agency,City of Santa Fe,Santa Fe,NM,(blank)
SANTAMONICA.GOV,City,Non-Federal Agency,City of Santa Monica,Santa Monica,CA,(blank)
