Domain Name,Domain Type,Agency,Organization,City,Security Contact Email
ABILITYONE.GOV,Federal Agency - Executive,United States AbilityOne,Committee for Purchase From People Who Are Blind or Severely Disabled,Arlington,eyang@abilityone.gov
JWOD.GOV,Federal Agency - Executive,United States AbilityOne,Comittee for Purchase From People Who are Blind or Severely Disabled,Arlington,eyang@abilityone.gov
ACCESS-BOARD.GOV,Federal Agency - Executive,United States Access Board,U.S Access Board,Washington,security@access-board.gov
ADF.GOV,Federal Agency - Executive,United States African Development Foundation,African Development Foundation,Washington,schi@usadf.gov
USADF.GOV,Federal Agency - Executive,United States African Development Foundation,African Development Foundation,Washington,schi@usadf.gov
GLOBALCHANGE.GOV,Federal Agency - Executive,United States Global Change Research Program,U.S. Global Change Research Program,Washington,(blank)
USGCRP.GOV,Federal Agency - Executive,United States Global Change Research Program,U.S. Global Change Research Program,Washington,(blank)
USHMM.GOV,Federal Agency - Executive,United States Holocaust Memorial Museum,United States Holocaust Memorial Museum,Washington,chandra@ushmm.org
USIP.GOV,Federal Agency - Executive,United States Institute of Peace,GSA/United States Institute of Peace,Washington,(blank)
ICH.GOV,Federal Agency - Executive,United States Interagency Council on Homelessness,United States Interagency Council on Homelessness,Washington,(blank)
USICH.GOV,Federal Agency - Executive,United States Interagency Council on Homelessness,United States Interagency Council on Homelessness,Washington,(blank)
DFC.GOV,Federal Agency - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,ciso@opic.gov
IDFC.GOV,Federal Agency - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,CISO@opic.gov
OPIC.GOV,Federal Agency - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,Ciso@opic.gov
USDFC.GOV,Federal Agency - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,washington,ciso@opic.gov
USIDFC.GOV,Federal Agency - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,CISO@opic.gov
USITC.GOV,Federal Agency - Executive,United States International Trade Commission,OCIO,Washington,vdp@usitc.gov
USITCOIG.GOV,Federal Agency - Executive,"United States International Trade Commission, Office of Inspector General",USITC Office of Inspector General,Washington,(blank)
CHANGEOFADDRESS.GOV,Federal Agency - Executive,United States Postal Service,U. S. Postal Service,Washington,(blank)
MAIL.GOV,Federal Agency - Executive,United States Postal Service,U. S. Postal Service,Raleigh,(blank)
MYUSPS.GOV,Federal Agency - Executive,United States Postal Service,U. S. Postal Service,Raleigh,(blank)
POSTOFFICE.GOV,Federal Agency - Executive,United States Postal Service,U. S. Postal Service,Raleigh,(blank)
PURCHASING.GOV,Federal Agency - Executive,United States Postal Service,U.S. Postal Service,Raleigh,(blank)
USPIS.GOV,Federal Agency - Executive,United States Postal Service,U.S. Postal Service,Arlington,(blank)
USPS.GOV,Federal Agency - Executive,United States Postal Service,U.S. Postal Service,Raleigh,(blank)
USPSINFORMEDDELIVERY.GOV,Federal Agency - Executive,United States Postal Service,U. S. Postal Service,Raleigh,(blank)
USPSINNOVATES.GOV,Federal Agency - Executive,United States Postal Service,U. S. Postal Service,Washington,(blank)
PEACECORPSOIG.GOV,Federal Agency - Executive,"United States Postal Service, Office of Inspector General","Peace Corps, Office of Inspector General",Washington,IncidentReport@uspsoig.gov
USPSOIG.GOV,Federal Agency - Executive,"United States Postal Service, Office of Inspector General",USPS Office of Inspector General,Arlington,IncidentReport@uspsoig.gov
USTDA.GOV,Federal Agency - Executive,United States Trade and Development Agency,US Trade and Development Agency,Arlington,avicchiollo@ustda.gov
SC-US.GOV,Federal Agency - Judicial,The Supreme Court,Supreme Court of the United States,Washington,(blank)
SCINET-TEST.GOV,Federal Agency - Judicial,The Supreme Court,Supreme Court of the United States,Washington,(blank)
SCINET.GOV,Federal Agency - Judicial,The Supreme Court,Supreme Court of the United States,Washington,(blank)
SCUS.GOV,Federal Agency - Judicial,The Supreme Court,Supreme Court of the US,Washington,(blank)
SUPREME-COURT.GOV,Federal Agency - Judicial,The Supreme Court,Supreme Court of the US,Washington,(blank)
SUPREMECOURT.GOV,Federal Agency - Judicial,The Supreme Court,Supreme Court of the US,Washington,(blank)
SUPREMECOURTUS.GOV,Federal Agency - Judicial,The Supreme Court,Supreme Court of the United Statest,Washington,(blank)
BANKRUPTCY.GOV,Federal Agency - Judicial,U.S. Courts,Administrative Office U.S. Courts,Washington,(blank)
CAVC.GOV,Federal Agency - Judicial,U.S. Courts,US Court of Appeals for Veterans Claims,Washington,helpdesk@uscourts.cavc.gov
FEDERALCOURTS.GOV,Federal Agency - Judicial,U.S. Courts,Administrative Office U.S. Courts,Washington,(blank)
FEDERALPROBATION.GOV,Federal Agency - Judicial,U.S. Courts,Administrative Office U.S. Courts,Washington,(blank)
FEDERALRULES.GOV,Federal Agency - Judicial,U.S. Courts,Administrative Office U.S. Courts,Washington,(blank)
FJC.GOV,Federal Agency - Judicial,U.S. Courts,Federal Judicial Center,Washington,(blank)
JUDICIALCONFERENCE.GOV,Federal Agency - Judicial,U.S. Courts,Administrative Office U.S. Courts,Washington,(blank)
NMCOURT.FED.US,Federal Agency - Judicial,U.S. Courts,United States District Court,Albuquerque,(blank)
PACER.GOV,Federal Agency - Judicial,U.S. Courts,Administrative Office U.S. Courts,Washington,(blank)
USBANKRUPTCY.GOV,Federal Agency - Judicial,U.S. Courts,Administrative Office U.S. Courts,Washington,(blank)
USC.GOV,Federal Agency - Judicial,U.S. Courts,U.S. Courts,Washington,(blank)
USCAVC.GOV,Federal Agency - Judicial,U.S. Courts,US Court of Appeals for Veterans Claims,Washington,(blank)
USCOURTS.GOV,Federal Agency - Judicial,U.S. Courts,U.S. Courts,Washington,(blank)
USPROBATION.GOV,Federal Agency - Judicial,U.S. Courts,Administrative Office U.S. Courts,Washington,(blank)
USSC.GOV,Federal Agency - Judicial,U.S. Courts,US Sentencing Commission,Washington,(blank)
USTAXCOURT.GOV,Federal Agency - Judicial,U.S. Courts,United States Tax Court,Washington,(blank)
AOC.GOV,Federal Agency - Legislative,Architect of the Capitol,The Architect of the Capitol,Washington,DOMSEC@aoc.gov
CAPITAL.GOV,Federal Agency - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DOMSEC@aoc.gov
CAPITALGIFTSHOP.GOV,Federal Agency - Legislative,Architect of the Capitol,The Architect of the Capitol,Washington,DOMSEC@aoc.gov
CAPITOL.GOV,Federal Agency - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DOMSEC@aoc.gov
CAPITOLGIFTSHOP.GOV,Federal Agency - Legislative,Architect of the Capitol,The Architect of the Capitol,Washington,DOMSEC@aoc.gov
USBG.GOV,Federal Agency - Legislative,Architect of the Capitol,AOC,Washington,DOMSEC@aoc.gov
USCAPITAL.GOV,Federal Agency - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DOMSEC@aoc.gov
USCAPITALGIFTSHOP.GOV,Federal Agency - Legislative,Architect of the Capitol,The Architect of the Capitol,Washington,DOMSEC@aoc.gov
USCAPITOL.GOV,Federal Agency - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DOMSEC@aoc.gov
USCAPITOLGIFTSHOP.GOV,Federal Agency - Legislative,Architect of the Capitol,The Architect of the Capitol,Washington,DOMSEC@aoc.gov
USCAPITOLGIFTSTORE.GOV,Federal Agency - Legislative,Architect of the Capitol,The Architect of the Capitol,Washington,DOMSEC@aoc.gov
VISITTHECAPITAL.GOV,Federal Agency - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DOMSEC@aoc.gov
VISITTHECAPITOL.GOV,Federal Agency - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DOMSEC@aoc.gov
CBO.GOV,Federal Agency - Legislative,Congressional Budget Office,Congressional Budget Office,Washington,John.Makings@cbo.gov
CBONEWS.GOV,Federal Agency - Legislative,Congressional Budget Office,Congressional Budget Office,Washington,(blank)
SOLARIUM.GOV,Federal Agency - Legislative,Cyberspace Solarium Commission,Cyberspace Solarium Commission,Arlington,(blank)
ESECLAB.GOV,Federal Agency - Legislative,Government Accountability Office,Government Accountability Office,Washington,soc@gao.gov
FASAB.GOV,Federal Agency - Legislative,Government Accountability Office,FASAB,Washington,(blank)
GAO.GOV,Federal Agency - Legislative,Government Accountability Office,Government Accountability Office,Washington,(blank)
GAOINNOVATION.GOV,Federal Agency - Legislative,Government Accountability Office,Government Accountability Office,Washington,(blank)
GAOINNOVATIONLAB.GOV,Federal Agency - Legislative,Government Accountability Office,Government Accountability Office,Washington,(blank)
GAOINNOVATIONS.GOV,Federal Agency - Legislative,Government Accountability Office,Government Accountability Office,Washington,(blank)
GAONET.GOV,Federal Agency - Legislative,Government Accountability Office,US Government Accountability Office,Washington,(blank)
CONGRESSIONALDIRECTORY.GOV,Federal Agency - Legislative,Government Publishing Office,Government Publishing Office,Washington,(blank)
CONGRESSIONALRECORD.GOV,Federal Agency - Legislative,Government Publishing Office,Government Publishing Office,Washington,(blank)
ECFR.GOV,Federal Agency - Legislative,Government Publishing Office,US Government Publishing Office,Washington,(blank)
FDLP.GOV,Federal Agency - Legislative,Government Publishing Office,Government Publishing Office,Washington,(blank)
FDSYS.GOV,Federal Agency - Legislative,Government Publishing Office,U.S. Government Publishing Office,Washington,(blank)
FEDERALREGISTER.GOV,Federal Agency - Legislative,Government Publishing Office,Government Publishing Office,Washington,(blank)
FEDREG.GOV,Federal Agency - Legislative,Government Publishing Office,US Govt Publishing Office,Washington,(blank)
GOVINFO.GOV,Federal Agency - Legislative,Government Publishing Office,US Government Publishing Office,Washington,(blank)
GPO.GOV,Federal Agency - Legislative,Government Publishing Office,US Govt Publishing Office,Washington,(blank)
HOUSECALENDAR.GOV,Federal Agency - Legislative,Government Publishing Office,United States Government Publishing Office,Washington,(blank)
OFR.GOV,Federal Agency - Legislative,Government Publishing Office,US Government Publishing Office,Washington,(blank)
PRESIDENTIALDOCUMENTS.GOV,Federal Agency - Legislative,Government Publishing Office,U.S. Government Publishing Office,Washington,(blank)
SENATECALENDAR.GOV,Federal Agency - Legislative,Government Publishing Office,Government Publishing Office,Washington,(blank)
USCODE.GOV,Federal Agency - Legislative,Government Publishing Office,United States Government Publishing Office,Washington,(blank)
USGOVERNMENTMANUAL.GOV,Federal Agency - Legislative,Government Publishing Office,Office of Federal Register (NF),College Park,(blank)
AFRICANAMERICANHISTORYMONTH.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
AMERICANMEMORY.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
AMERICASLIBRARY.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
ASIANPACIFICHERITAGE.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
CONGRESS.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
COPYRIGHT.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
CRB.GOV,Federal Agency - Legislative,Library of Congress,Copyright Royalty Board,Washington,security@loc.gov
CRS.GOV,Federal Agency - Legislative,Library of Congress,Congressional Research Service,Washington,security@loc.gov
DIGITALPRESERVATION.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
DIGITIZATIONGUIDELINES.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
HISPANICHERITAGEMONTH.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
JEWISHHERITAGE.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
JEWISHHERITAGEMONTH.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
LAW.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
LCTL.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
LIBRARYOFCONGRESS.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
LIS.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
LITERACY.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
LOC.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
LOCTPS.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
NATIVEAMERICANHERITAGEMONTH.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
READ.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
SECTION108.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
THOMAS.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
TPS.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,(blank)
UNITEDSTATESCONGRESS.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
USCONGRESS.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
WOMENSHISTORYMONTH.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,security@loc.gov
MACPAC.GOV,Federal Agency - Legislative,Medicaid and CHIP Payment and Access Commission,Medicaid and CHIP Payment and Access Commission,Washington,(blank)
MEDPAC.GOV,Federal Agency - Legislative,Medical Payment Advisory Commission,Medicare Payment Advisory Commission,Washington,(blank)
INSPIRE2SERVE.GOV,Federal Agency - Legislative,"National Commission on Military, National, and Public Service","National Commission on Military, National, and Public Service",Arlington,(blank)
COMPLIANCE.GOV,Federal Agency - Legislative,Office of Congressional Workplace Rights,Congressional Office of Compliance,Washington,(blank)
OCWR.GOV,Federal Agency - Legislative,Office of Congressional Workplace Rights,Office of Congressional Workplace Rights,Washington,ravi.medicherla@ocwr.gov
OPENWORLD.GOV,Federal Agency - Legislative,Open World Leadership Center,The Open World Leadership Center,Washington,Richard.Martins@mail.house.gov
STENNIS.GOV,Federal Agency - Legislative,Stennis Center for Public Service,John C. Stennis Center for Public Service,Starkville,(blank)
CECC.GOV,Federal Agency - Legislative,The Legislative Branch,Congressional Executive Commission on China,Washington,(blank)
CHINA-COMMISSION.GOV,Federal Agency - Legislative,The Legislative Branch,Congressional-Executive Commission on China,Washington,(blank)
CHINACOMMISSION.GOV,Federal Agency - Legislative,The Legislative Branch,Congressional-Executive Commission on China,Washington,(blank)
CSCE.GOV,Federal Agency - Legislative,The Legislative Branch,Commission on Security and Cooperation in Europe,Washington,(blank)
DEMOCRATICLEADER.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
DEMOCRATICWHIP.GOV,Federal Agency - Legislative,The Legislative Branch,Democratic Whip's Office,Washington,(blank)
DEMOCRATS.GOV,Federal Agency - Legislative,The Legislative Branch,House Democratic Caucus,Washington,(blank)
DEMS.GOV,Federal Agency - Legislative,The Legislative Branch,House Democratic Caucus,Washington,(blank)
GOP.GOV,Federal Agency - Legislative,The Legislative Branch,House Republican Conference,Washington,(blank)
GOPLEADER.GOV,Federal Agency - Legislative,The Legislative Branch,Office of the House Republican Leader,Washington,(blank)
GOPWHIP.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
HOUSE.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
HOUSECOMMUNICATIONS.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
HOUSED.GOV,Federal Agency - Legislative,The Legislative Branch,US  House of Representatives,Washington,(blank)
HOUSEDEMOCRATS.GOV,Federal Agency - Legislative,The Legislative Branch,House Democratic Caucus,Washington,(blank)
HOUSEDEMS.GOV,Federal Agency - Legislative,The Legislative Branch,House Democratic Caucus,Washington,(blank)
HOUSELIVE.GOV,Federal Agency - Legislative,The Legislative Branch,U.S. House of Representatives,Washington,(blank)
HOUSENEWSLETTERS.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
JCT.GOV,Federal Agency - Legislative,The Legislative Branch,"The Joint Committee on Taxation, United States Congress",Washington,(blank)
MAJORITYLEADER.GOV,Federal Agency - Legislative,The Legislative Branch,Office of the Majority Leader,Washington,(blank)
MAJORITYWHIP.GOV,Federal Agency - Legislative,The Legislative Branch,Office of the Majority Whip,Washington,(blank)
MINORITYWHIP.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
PDBCECC.GOV,Federal Agency - Legislative,The Legislative Branch,Congressional-Executive Commission on China,Washington,(blank)
PPDCECC.GOV,Federal Agency - Legislative,The Legislative Branch,Congressional-Executive Commission on China,Washington,(blank)
REPUBLICANLEADER.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
REPUBLICANS.GOV,Federal Agency - Legislative,The Legislative Branch,House Republican Conference,Washington,(blank)
REPUBLICANWHIP.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
SPEAKER.GOV,Federal Agency - Legislative,The Legislative Branch,Office of the Speaker,Washington,(blank)
TAXREFORM.GOV,Federal Agency - Legislative,The Legislative Branch,United States House of Reps,Washington,(blank)
TMDBHOUSE.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
USHOUSE.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
USHR.GOV,Federal Agency - Legislative,The Legislative Branch,US House of Representatives,Washington,(blank)
USCAPITOLPOLICE.GOV,Federal Agency - Legislative,U.S. Capitol Police,U.S. Capitol Police,Washington,(blank)
USCP.GOV,Federal Agency - Legislative,U.S. Capitol Police,United States Capitol Police,Washington,(blank)
AMERICA250.GOV,Federal Agency - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,Washington D.C.,bosborn@ecityinteractive.com
USA250.GOV,Federal Agency - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,Washington D.C.,shommel@america250.org
USSEMIQUINCENTENNIAL.GOV,Federal Agency - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,Washington D.C.,shommel@america250.org
USCC.GOV,Federal Agency - Legislative,U.S.-China Economic and Security Review Commission,U.S. - China Economic and Security Review Commission,Washington,(blank)
SEN.GOV,Federal Agency - Legislative,United States Senate,US Senate,Washington,(blank)
SENATE.GOV,Federal Agency - Legislative,United States Senate,US Senate,Washington,saanoc2@saa.senate.gov
WHDPC.GOV,Federal Agency - Legislative,Western Hemisphere Drug Policy Commission,Western Hemisphere Drug Policy Commission,"Washington,",support@whdpc.gov
